2018-01-20T00:00:02Z, 27.2, 27
2018-01-20T00:01:01Z, 27.2, 27
2018-01-20T00:02:01Z, 27.7, 27
2018-01-20T00:03:02Z, 27.2, 27
2018-01-20T00:04:01Z, 27.2, 27
2018-01-20T00:05:02Z, 27.2, 27
2018-01-20T00:06:01Z, 27.2, 27
2018-01-20T00:07:02Z, 27.2, 27
2018-01-20T00:08:01Z, 27.2, 27
2018-01-20T00:09:02Z, 27.2, 27
2018-01-20T00:10:02Z, 27.2, 27
2018-01-20T00:11:02Z, 27.2, 27
2018-01-20T00:12:01Z, 27.2, 27
2018-01-20T00:13:02Z, 27.2, 27
2018-01-20T00:14:01Z, 27.7, 27
2018-01-20T00:15:02Z, 27.2, 27
2018-01-20T00:16:01Z, 27.2, 27
2018-01-20T00:17:02Z, 27.2, 27
2018-01-20T00:18:01Z, 26.1, 27
2018-01-20T00:19:01Z, 27.2, 27
2018-01-20T00:20:02Z, 27.2, 27
2018-01-20T00:21:01Z, 27.2, 27
2018-01-20T00:22:02Z, 27.2, 27
2018-01-20T00:23:01Z, 27.2, 27
2018-01-20T00:24:01Z, 27.2, 27
2018-01-20T00:25:02Z, 27.2, 27
2018-01-20T00:26:01Z, 27.2, 27
2018-01-20T00:27:02Z, 27.2, 27
2018-01-20T00:28:01Z, 27.2, 27
2018-01-20T00:29:01Z, 26.6, 27
2018-01-20T00:30:02Z, 27.2, 27
2018-01-20T00:31:01Z, 27.2, 27
2018-01-20T00:32:01Z, 27.2, 27
2018-01-20T00:33:02Z, 27.2, 26
2018-01-20T00:34:01Z, 26.1, 26
2018-01-20T00:35:02Z, 27.2, 26
2018-01-20T00:36:01Z, 27.2, 26
2018-01-20T00:37:01Z, 27.2, 27
2018-01-20T00:38:01Z, 27.2, 26
2018-01-20T00:39:01Z, 26.6, 26
2018-01-20T00:40:02Z, 27.2, 27
2018-01-20T00:41:01Z, 26.6, 26
2018-01-20T00:42:02Z, 27.2, 27
2018-01-20T00:43:01Z, 26.1, 27
2018-01-20T00:44:01Z, 27.2, 27
2018-01-20T00:45:02Z, 27.2, 27
2018-01-20T00:46:01Z, 27.2, 26
2018-01-20T00:47:02Z, 26.6, 27
2018-01-20T00:48:01Z, 27.2, 27
2018-01-20T00:49:01Z, 27.2, 26
2018-01-20T00:50:01Z, 27.2, 27
2018-01-20T00:51:02Z, 26.1, 26
2018-01-20T00:52:02Z, 26.6, 27
2018-01-20T00:53:01Z, 27.2, 27
2018-01-20T00:54:02Z, 27.2, 27
2018-01-20T00:55:01Z, 27.2, 27
2018-01-20T00:56:01Z, 27.2, 27
2018-01-20T00:57:02Z, 26.6, 27
2018-01-20T00:58:01Z, 27.2, 26
2018-01-20T00:59:02Z, 27.2, 27
2018-01-20T01:00:02Z, 27.2, 27
2018-01-20T01:01:01Z, 26.6, 27
2018-01-20T01:02:02Z, 27.2, 27
2018-01-20T01:03:01Z, 26.1, 27
2018-01-20T01:04:01Z, 27.2, 27
